,Kelurahan,Kecamatan,Nama Starbucks,Alamat
338,Senayan,KEBAYORAN BARU,Universitas Paramadina,"Alamat: Jl. Jenderal Sudirman No.11A, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190 "
339,Senayan,KEBAYORAN BARU,Politeknik Jakarta Internasional,"Alamat: Kawasan SCBD Kav 52-53 Lot 21, Senayan, Kebayoran Baru, RT.7/RW.1, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190 "
340,Senayan,KEBAYORAN BARU,JIHS (politeknik jakarta international),"Alamat: Gedung The Energy, Jl. Jenderal Sudirman, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190 "
341,Senayan,KEBAYORAN BARU,APU INDONESIA INFORMATION CENTER,"Alamat: Summitmas I, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190 "
342,Petogogan,KEBAYORAN BARU,Universitas Bung Karno Kampus III,"Alamat: 04, Jl. Wolter Monginsidi No. 84ae, RT.1, Petogogan, Kebayoran Baru, RT.1/RW.4, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170 "
343,Petogogan,KEBAYORAN BARU,Stikom Interstudi,"Alamat: Jl. Wijaya I No.62, RT.9/RW.5, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170 "
344,Gandaria Utara,KEBAYORAN BARU,Universitas Muhammadiyah Prof. Dr. Hamka (Uhamka),"Alamat: Jl. Bri Radio Dalam No.3, RT.2/RW.8, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140 "
345,Gandaria Utara,KEBAYORAN BARU,Sekolah Tinggi Ilmu Ekonomi Gotong Royong Status Akreditasi B,"Alamat: Jl. Mesjid Blok A No.3, RT.1/RW.5, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140 "
346,Gandaria Utara,KEBAYORAN BARU,Sekolah Tinggi Ilmu Komunikasi ITKP,"Alamat: Jl Pela Raya 40 A-B Gandaria Utara Kebayoran Baru Jakarta Selatan DKI Jakarta, RT.8/RW.15, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140 "
347,Gandaria Utara,KEBAYORAN BARU,STMIK Jakarta STI&K,"Alamat: 15, Jl. Bri Radio Dalam No.17, RT.14/RW.3, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12140 "
348,Cipete Utara,KEBAYORAN BARU,universitas tarumanegara,"Alamat: PRQ6+C69, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta "
349,Cipete Utara,KEBAYORAN BARU,Akademi Fisiotherapy,"Alamat: PQMX+W22, RT.2/RW.5, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12420 "
350,Cipete Utara,KEBAYORAN BARU,Shendy,"Alamat: PRQ6+C69, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta "
351,Cipete Utara,KEBAYORAN BARU,Sa'aba economic institute,"Alamat: Jl. H. Sa'aba No.25B, RT.2/RW.11, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150 "
352,Cipete Utara,KEBAYORAN BARU,Fakultas hukum syariah,"Alamat: PRQ6+96X, RT.12/RW.6, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150 "
353,Kalibata,PANCORAN,Universitas Veteran,"Alamat: Jl. Raya Pasar Minggu No.18, RT.1/RW.1, Kalibata, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12740 "
354,Kalibata,PANCORAN,Stmik Eresha,"Alamat: Jl. H. Samali No.51, RT.13/RW.1, Kalibata, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510 "
355,Rawajati,PANCORAN,Universitas Mahakarya Asia PSDKU Jakarta,"Alamat: Tower Sakura, Kalibata City, Apartemen, Jl. Raya Kalibata No.1, RT.9/RW.4, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750 "
356,Duren Tiga,PANCORAN,Fakultas ekonomi,"Alamat: Jl. Veteran No.6, RT.6/RW.6, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760 "
357,Duren Tiga,PANCORAN,Universitas Trilogi,"Alamat: Jl. TMP. Kalibata No.1, RT.4/RW.04, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760 "
358,Duren Tiga,PANCORAN,Sekolah Tinggi Ilmu Ekonomi Dharma Bumiputera,"Alamat: Jl. Wr. Jati Timur Raya Barat No.41, RW.2, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760 "
359,Duren Tiga,PANCORAN,Pagar Nusa Mampang,"Alamat: 1, Jl. Buncit Raya No.31, RW.2, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760 "
360,Duren Tiga,PANCORAN,Op,"Alamat: Gg. H. Syafi I No.8, RW.1, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760 "
361,Pengadegan,PANCORAN,Sekolah Tinggi Bahasa Asing LIA,"Alamat: Jl. Pengadegan Timur Raya No.3, RT.5/RW.2, Pengadegan, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770 "
362,Cikoko,PANCORAN,Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Kebangkitan Nasional,"Alamat: Jl. H Kavling No.58, RT.6/RW.2, Cikoko, Pancoran, South Jakarta City, Jakarta 12830 "
363,Kec. Jagakarsa,JAGAKARSA,Universitas Tama Jagakarsa,"Alamat: Jl. TB Simatupang No.152, RT.10/RW.4, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12530 "
364,Kec. Jagakarsa,JAGAKARSA,Universitas Tama Jagakarsa,"Alamat: Jl. TB Simatupang No.121, RT.2/RW.5, Cilandak Tim., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560 "
365,Kec. Jagakarsa,JAGAKARSA,Universitas Indonesia Maju (UIMA),"Alamat: Jl. Harapan No.50, RT.2/RW.7, Lenteng Agung, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12610 "
366,Srengseng Sawah,JAGAKARSA,Srengseng Sawah,"Alamat: Jl. Srengseng Sawah No.3-34, RT.3/RW.9, Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12640 "
367,Srengseng Sawah,JAGAKARSA,Institut Sains Dan Teknologi Nasional,"Alamat: Jl. Moch. Kahfi II No.RT.13, RT.13/RW.9, Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630 "
368,Srengseng Sawah,JAGAKARSA,Politeknik Tugu Jakarta,"Alamat: MR7G+JX9, Jl. Moh. Kafi 2, RT.11/RW.8, Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12640 "
369,Srengseng Sawah,JAGAKARSA,Fakultas Sains dan Teknologi Informasi,"Alamat: JRW6+2P4, Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta "
370,Srengseng Sawah,JAGAKARSA,University of L.A.,"Alamat: Blok, Jl. Lenteng Agung Tim. Blok Realita No.24, RT.4/RW.1, Srengseng Sawah, Jagakarsa, South Jakarta City, Jakarta 10550 "
371,Srengseng Sawah,JAGAKARSA,Universitas Pancasila,"Alamat: Jl. Lenteng Agung Raya No.56, RT.1/RW.3, Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630 "
372,Ciganjur,JAGAKARSA,House of dep,"Alamat: 8, Jl. Kemenyan No.62, RT.11/RW.5, Ciganjur, Jagakarsa, South Jakarta City, Jakarta 12630 "
373,Lenteng Agung,JAGAKARSA,Universitas Indonesia Maju (UIMA),"Alamat: Jl. Harapan No.50, RT.2/RW.7, Lenteng Agung, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12610 "
374,Lenteng Agung,JAGAKARSA,Stip-Abdi Negara,"Alamat: Jl. Raya Lenteng Agung No.37 A, RT.6/RW.8, Lenteng Agung, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630 "
375,Lenteng Agung,JAGAKARSA,Fakultas Administrasi,"Alamat: Universitas IISIP, Jl. Lenteng Agung Raya No.11, RT.11/RW.5, Lenteng Agung, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630 "
376,Lenteng Agung,JAGAKARSA,Stikim and Stikom IMA Kampus 2,"Alamat: Jl. Camat Gabun 2 No.15, RT.10/RW.8, Lenteng Agung, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12610 "
377,Tj. Bar.,JAGAKARSA,Universitas Tama Jagakarsa,"Alamat: Jl. TB Simatupang No.152, RT.10/RW.4, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12530 "
378,Tj. Bar.,JAGAKARSA,Kampus StimAimmi,"Alamat: Jl. Tj. Barat Selatan No.11, RT.1/RW.2, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12530 "
379,Tj. Bar.,JAGAKARSA,Ilmu Komunikasi,"Alamat: Jl. Tj. Bar. Lama No.137/A, RT.10/RW.4, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12530 "
380,Tj. Bar.,JAGAKARSA,Sekolah Tinggi Ilmu Administrasi Yappann,"Alamat: Jl. Raya Tj. Barat B No.1, RT.5/RW.1, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12530 "
381,Tj. Bar.,JAGAKARSA,Fakultas Psikologi Tama Jagakarsa,"Alamat: MRWR+X8Q, RT.10/RW.4, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12530 "
382,Cipedak,JAGAKARSA,Politeknik Tugu Jakarta,"Alamat: Jl. Moch. Kahfi II No.48, RT.4/RW.3, Cipedak, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630 "
383,Cipedak,JAGAKARSA,Politeknik negri jakarta,"Alamat: Jl. Wr. Sila No.1, RT.2/RW.4, Cipedak, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630 "
384,Cipedak,JAGAKARSA,Politeknik APP Jakarta,"Alamat: Jl. Timbul No.34, RW.5, Cipedak, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630 "
385,Pesanggrahan,PESANGGRAHAN,Guru Matematika,"Alamat: Jl. H. Gari Gg. Gotong Royong No.51B, RT.2/RW.3, Pesanggrahan, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320 "
386,Bintaro,PESANGGRAHAN,Stie Ahmad Dhalan,"Alamat: Jl. Bunga Lily No.44, RT.10/RW.6, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330 "
387,Bintaro,PESANGGRAHAN,Politeknik Karya Husada,"Alamat: Jl. Bintaro Permai II No.9, RT.3/RW.9, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330 "
388,Bintaro,PESANGGRAHAN,Lembaga Pendidikan Pelatihan & Pengembangan Manajemen,"Alamat: Jl. Bintaro Raya 2-A Bintaro Pesanggrahan Jakarta Selatan DKI Jakarta, RT.7/RW.1, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320 "
389,Bintaro,PESANGGRAHAN,Institut Keguruan Al Kitab Dan Theologia,"Alamat: Jl. Rempoa Permai No.2, RT.4/RW.11, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330 "
390,Bintaro,PESANGGRAHAN,Akademi Pariwisata Trisakti,"Alamat: Jl. Bunga Lily No.44, RT.10/RW.6, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330 "
391,Petukangan Utara,PESANGGRAHAN,jakbar,"Alamat: Jl. Basan No.58-70, RT.8/RW.3, Petukangan Utara, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12260 "
392,Petukangan Utara,PESANGGRAHAN,Stiken,"Alamat: Jl. Ciledug Raya No.73G, RT.1/RW.1, Petukangan Utara, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12260 "
393,Petukangan Utara,PESANGGRAHAN,Universitas Budi Luhur,"Alamat: Jl. Ciledug Raya, RT.10/RW.2, Petukangan Utara, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12260 "
394,Petukangan Utara,PESANGGRAHAN,STISIP Budi Luhur,"Alamat: QQ94+R8G, Jl. Ciledug Raya Petukangan Utara Pesanggrahan Jakarta Selatan DKI Jakarta, RT.1/RW.6, Petukangan Utara, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12260 "
395,Petukangan Utara,PESANGGRAHAN,Himanika Budi Luhur,"Alamat: Jl. Ciledug Raya No.1C, RT.10/RW.2, Petukangan Utara, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12260 "
396,Petukangan Utara,PESANGGRAHAN,Gedung Unit 7 Universitas Budi Luhur,"Alamat: QP8W+9W3, RT.1/RW.2, Petukangan Utara, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12260 "
397,Petukangan Utara,PESANGGRAHAN,Sekolah Tinggi Manajemen Yaksi,"Alamat: Jl. Ciledug Raya No.77, RT.10/RW.2, Petukangan Utara, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12260 "
398,Petukangan Sel.,PESANGGRAHAN,STIE Bhakti Pembangunan,"Alamat: Jl. Sabar Raya No.66, RT.6/RW.6, Petukangan Sel., Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12270 "
399,Ulujami,PESANGGRAHAN,Universitas Darunnajah Jakarta,"Alamat: Jl. Ulujami Raya No.86, RT.1/RW.7, Ulujami, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12250 "
400,Ulujami,PESANGGRAHAN,Universitas Prof Dr Moestopo Beragama,"Alamat: Jl. Swadarma Raya No.54, RT.1/RW.2, Ulujami, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12250 "
401,Ulujami,PESANGGRAHAN,Universitas Darunnajah,"Alamat: Jl. Ciledug Raya No.01, RT.1/RW.3, Ulujami, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12250 "
402,Ulujami,PESANGGRAHAN,TANRI ABENG UNIVERSITY,"Alamat: Jl. Swadarma Raya No.58, Ulujami, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12250 "
403,Ulujami,PESANGGRAHAN,Rektorat,"Alamat: Tanri Abeng University, Jl. Swadarma Raya, RT.1/RW.2, Ulujami, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12250 "
404,Ulujami,PESANGGRAHAN,Universitas Bina Sarana Informatika Ciledug (UBSI Ciledug),"Alamat: Jl. Ciledug Raya No.168, RW.4, Ulujami, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12250 "
405,Utan Kayu Utara,MATRAMAN,Universitas Terbuka,"Alamat: Jl. Jenderal Ahmad Yani No.43, RT.5/RW.4, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220 "
406,Utan Kayu Utara,MATRAMAN,Chavez,"Alamat: Jl. Balai Rakyat No.14, RW.6, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120 "
407,Utan Kayu Utara,MATRAMAN,Universitas Islam Jakarta Fakultas Teknik,"Alamat: Jl. Balai Rakyat No.RT.8, RT.8/RW.10, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120 "
408,Utan Kayu Utara,MATRAMAN,Teknik Industri UID,"Alamat: RV39+5JQ, Jl. Utan Kayu Raya, RT.7/RW.5, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120 "
409,Utan Kayu Utara,MATRAMAN,DPR (DIBAWAH POHON RINDANG,"Alamat: 6, Jl. Balai Rakyat No.38, RT.8/RW.10, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120 "
410,Utan Kayu Utara,MATRAMAN,Sekretariat PSGK UID,"Alamat: 6, Jl. Balai Rakyat No.38, RT.8/RW.10, Utan Kayu Utara, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120 "
411,Kayu Manis,MATRAMAN,Universitas Saintek Muhammadiyah - Kampus Matraman,"Alamat: Perguruan Muhammadiyah Matraman, Jl. Komp. Pendidikan Jl. Kh. Ahmad Dahlan No.20, RT.1/RW.9, Kayu Manis, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13130 "
412,Kayu Manis,MATRAMAN,Politeknik Trisila Dharma,"Alamat: Jl. Kayu Manis VIII No.8A, RT.3/RW.7, Kayu Manis, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13140 "
413,Kayu Manis,MATRAMAN,Stai Al Aqidah,"Alamat: 5, Jl. Kayu Manis Barat No.99, RT.5/RW.3, Kayu Manis, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13130 "
414,Palmeriam,MATRAMAN,Kampus ABA-ABI Matraman,"Alamat: Jl. Matraman Raya No.15, RT.1/RW.1, Palmeriam, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13140 "
415,Palmeriam,MATRAMAN,Sekolah Tinggi Perpajakan Indonesia,"Alamat: Jl. Matraman Raya No.27, RT.2/RW.1, Palmeriam, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13140 "
416,Palmeriam,MATRAMAN,Akademi Keuangan Dan Perbankan LPI,"Alamat: Jl. Matraman Raya No.15, RT.1/RW.1, Palmeriam, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13140 "
417,Kb. Manggis,MATRAMAN,Kampus STTI-STIENI,"Alamat: STIENI Jl. Matraman No, RT.2/RW.1, Kb. Manggis, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13150 "
418,Kb. Manggis,MATRAMAN,Lembaga Bantuan Hukum Sekolah Tinggi Hukum Militer,"Alamat: Jl. Matraman Raya No.130, RT.4/RW.3, Kb. Manggis, Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13150 "
419,Utan Kayu Sel.,MATRAMAN,UPBJJ-UT Jakarta,"Alamat: Jl. Jenderal Ahmad Yani No.43, RT.5/RW.4, Utan Kayu Sel., Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13230 "
420,Pulo Gadung,PULO GADUNG,UNJ 2,"Alamat: Jl. Rawamangun Muka, RT.1/RW.10, Rawamangun, Pulo Gadung, RT.1/RW.10, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220 "
421,Pisangan Tim.,PULO GADUNG,Tugas,"Alamat: Jl. Bujana Tirta 4 No.2, RT.4/RW.15, Pisangan Tim., Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13230 "
422,Rawamangun,PULO GADUNG,STIE Indonesia Jakarta (Kampus A),"Alamat: Jl. Kayu Jati Raya No.11A, RT.8/RW.3, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220 "
423,Rawamangun,PULO GADUNG,STEI Rawamangun Kampus C Pascasarjana,"Alamat: Jl. Pratekan No.25, RT.5/RW.3, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220 "
424,Rawamangun,PULO GADUNG,STEI Rawamangun - Sekolah Tinggi Ilmu Ekonomi Indonesia,"Alamat: Jl. Kayu Jati Raya No.11A, RT.7/RW.3, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220 "
425,Rawamangun,PULO GADUNG,Universitas Negeri Jakarta,"Alamat: Jl. R.Mangun Muka Raya No.11, RT.11/RW.14, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220 "
426,Rawamangun,PULO GADUNG,Institut Keguruan & Ilmu Pendidikan,"Alamat: RV2J+845, Jl. R.Mangun Muka, RT.9/RW.12, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220 "
427,Rawamangun,PULO GADUNG,UNJ Kampus A,"Alamat: Jl. R.Mangun Muka Raya No.11, RW.14, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220 "
428,Kayu Putih,PULO GADUNG,Universitas Jakarta,"Alamat: Jl. Pulomas Barat No.Raya, RW.10, Kayu Putih, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13210 "
429,Kayu Putih,PULO GADUNG,Universitas Jayabaya,"Alamat: Jl. Pulomas Selatan Kav. No.23, RT.4/RW.9, Kayu Putih, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13210 "
430,Kayu Putih,PULO GADUNG,Universitas Trisakti,"Alamat: Jl. Pulomas Selatan Kav. Jl. Pulomas Selatan No.5, RW.7, Kayu Putih, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13210 "
431,Kayu Putih,PULO GADUNG,"PRODI HUBUNGAN INTERNASIONAL, UNIVERSITAS JAKARTA","Alamat: RVCH+7HJ, RT.3/RW.10, Kayu Putih, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13210 "
432,Kayu Putih,PULO GADUNG,Sekolah Tinggi Ilmu Ekonomi Kampus Ungu,"Alamat: Jl Pacuan Kuda 1-5 Kayu Putih Pulo Gadung Jakarta Timur DKI Jakarta, RT.1/RW.15, Kayu Putih, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13210 "
433,Jati,PULO GADUNG,Sekolah Tinggi Ilmu Ekonomi Trianandra Pemuda Jakarta,"Alamat: Jl. Pemuda, RT.1/RW.8, Jati, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220 "
434,Bidara Cina,JATINEGARA,Kampus ku 2024 aamiin,"Alamat: Jl. Otto Iskandardinata No.64c, RT.1/RW.4, Bidara Cina, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330 "
435,Bidara Cina,JATINEGARA,Suluh Bangsa,"Alamat: QV89+373, Jl. Otista Raya, RT.13/RW.8, Bidara Cina, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330 "
436,Kp. Melayu,JATINEGARA,Universitas Azzahra,"Alamat: 10, Jl. Jatinegara Bar. No.144, RW.1, Kp. Melayu, Jatinegara Barat, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13320 "
437,Bali Mester,JATINEGARA,STT Siloam Internasional,"Alamat: Jl. Jatinegara Bar. No.195, RT.9/RW.3, Bali Mester, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13310 "
438,Bali Mester,JATINEGARA,Sekolah Tinggi Theologia Gloria,"Alamat: Jl. Jatinegara Timur No.35, RT.8/RW.4, Bali Mester, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13310 "
439,Rw. Bunga,JATINEGARA,ATST,"Alamat: Kav., Jl. DI. Panjaitan No.12, RT.5/RW.6, Rw. Bunga, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13350 "
440,Rw. Bunga,JATINEGARA,IFTK Jaffray,"Alamat: Jl. Jatinegara Timur II No.35, RT.12/RW.2, Rw. Bunga, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13350 "
441,Rw. Bunga,JATINEGARA,Akademi Perawatan Mitra Keluarga,"Alamat: Jl. Bekasi Timur I No.15A, RT.2/RW.3, Rw. Bunga, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13350 "
442,Rw. Bunga,JATINEGARA,SEKOLAH TINGGI TEOLOGI SAMUEL ELIZABETH,"Alamat: Jl. Bekasi Timur IX. Ruko Rawa Bunga Blok. B.7-8, RT.4/RW.3, Rw. Bunga, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13350 "
443,Cipinang Cempedak,JATINEGARA,Kantin my wife,"Alamat: Kantin Pujasera IBN, Jl. Cipinang Cempedak III No.13, RT.13/RW.3, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340 "
444,Cipinang Cempedak,JATINEGARA,UKM Jurnalistik,"Alamat: QV7G+7FR, RT.13/RW.3, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340 "
445,Cipinang Muara,JATINEGARA,Stt Agapes Jakarta,"Alamat: Jl. Jatinegara Timur No.101, RT.8/RW.2, Cipinang Muara, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13310 "
446,Cipinang Besar Sel.,JATINEGARA,Universitas Mpu Tantular Jakarta,"Alamat: Jl. Cipinang Besar No.2, RT.1/RW.1, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410 "
447,Cipinang Besar Sel.,JATINEGARA,College,"Alamat: Jl. IPN Kebon Nanas No.2, RT.9/RW.6, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410 "
