,Kelurahan,Kecamatan,Nama Starbucks,Alamat
352,Widodomartani,NGEMPLAK,Rumah Belajar Bokesan NTT,"Alamat: 7CWW+R9F, Area Sawah, Widodomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
353,Wedomartani,NGEMPLAK,"Universitas Respati Yogyakarta, Kampus 2","Alamat: Jalan Raya Tajem KM.1,5, Maguwoharjo, Depok, Kenayan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282 "
354,Wedomartani,NGEMPLAK,PP. AL- JADID FISABILILLAH,"Alamat: 7C6C+FRM, Jl. Melati I, Blotan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
355,Wedomartani,NGEMPLAK,dyah,"Alamat: Jalan Raya Tajem KM.1,5, Maguwoharjo, Depok, Kenayan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282 "
356,Wedomartani,NGEMPLAK,Lahan,"Alamat: 7C3V+HRM, Sempu, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
357,Wedomartani,NGEMPLAK,Continental's,"Alamat: Jl. Jeruk No.3, Jetis, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
358,Wedomartani,NGEMPLAK,Kursus Pesatir,"Alamat: 7C5M+CC4, Jl. Kenayan VII, Kenayan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
359,Wedomartani,NGEMPLAK,Kebun Praktek Tefa Sempu Polbangtan Yogyakarta,"Alamat: 7C5R+9WP, Sempu, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
360,Umbulmartani,NGEMPLAK,KULIAH,"Alamat: Jl. Kimpulan 2 No.3, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
361,Umbulmartani,NGEMPLAK,Universitas Islam Indonesia,"Alamat: 8C68+X5F, Boulevard UII, Lodadi, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
362,Umbulmartani,NGEMPLAK,Magister Statistika UII,"Alamat: 8C67+R4W, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
363,Umbulmartani,NGEMPLAK,Jurusan Teknik Sipil UII,"Alamat: 8C77+654, 8C77+654Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
364,Umbulmartani,NGEMPLAK,Universitas Islam Indonesia,"Alamat: Jl. Kaliurang No.Km. 14,5, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
365,Umbulmartani,NGEMPLAK,Magister Statistika UII,"Alamat: FMIPA UII, Jl. Kaliurang No.Km. 14, RW.5, Krawitan, Umbulmartani, Kec. Ngemplak, Yogyakarta, Daerah Istimewa Yogyakarta 55584 "
366,Umbulmartani,NGEMPLAK,Direktorat Pemasaran dan Kerjasama Alumni Universitas Islam Indonesia,"Alamat: Ktr. pusat registrasi, JL. Kaliurang km 14, 5, Kampus UII Terpadu, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
367,Umbulmartani,NGEMPLAK,Gedung FIAI,"Alamat: Lodadi, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
368,Umbulmartani,NGEMPLAK,Sekretariat PMII Rayon Pondok Pergerakan FIAI UII,"Alamat: 8C88+Q4H, Ngemplak, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
369,Umbulmartani,NGEMPLAK,UII Learning Digital Marketing,"Alamat: Jl. Kaliurang No.Km. 14,5, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
370,Umbulmartani,NGEMPLAK,الجامعة الإسلامية الإندونيسية,"Alamat: 8C67+W4Q, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
371,Umbulmartani,NGEMPLAK,Program Studi Teknik Elektro Universitas Islam Indonesia Yogyakarta,"Alamat: Program Studi Teknik Elektro Fakultas Teknologi Industri UII Jln Kaliurang KM14.5, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
372,Umbulmartani,NGEMPLAK,Fakultas international relations,"Alamat: 8C67+RMF, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
373,Umbulmartani,NGEMPLAK,Divisi Administrasi Akademik FIAI,"Alamat: 8C67+HW7, Lodadi, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
374,Umbulmartani,NGEMPLAK,Direktorat Sarana dan Prasarana UII,"Alamat: Gedung Rektorat (H. GBPH. Prabuningrat, Jl. Kaliurang No.Km. 14,5, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
375,Umbulmartani,NGEMPLAK,Badan Pengembangan Akademik Universitas Islam Indonesia,"Alamat: Ktr. pusat registrasi, Rektorat Building, 3rd Floor, JL. Kaliurang km. 14, 5, Sleman, Kampus Terpadu UII, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
376,Umbulmartani,NGEMPLAK,Magister Teknik Industri UII,"Alamat: 8C76+963, Jl. Islamika, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
377,Umbulmartani,NGEMPLAK,Program Studi Statistika Fakultas MIPA UII,"Alamat: 8C66+VXX, Jl. Teknika, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
378,Umbulmartani,NGEMPLAK,Program Studi Pendidikan Agama Islam,"Alamat: 8C67+QWP, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
379,Umbulmartani,NGEMPLAK,Pertapaan,"Alamat: Jl. Kimpulan No.1, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
380,Umbulmartani,NGEMPLAK,ARTA BAROKAH GROUP SOLUTION,"Alamat: ACC Building, Kampus Terpadu UII, Kaliurang St No.Km 14, 5, Lodadi, Umbulmartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584 "
381,Umbulmartani,NGEMPLAK,Direktorat Organisasi dan Sumber Daya Manusia Universitas Islam Indonesia,"Alamat: JL. Kaliurang Km.14, 5, Sleman, Tj. Manding, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
382,Umbulmartani,NGEMPLAK,Prodi Arsitektur UII,"Alamat: FTSP Kampus Terpadu UII, Jl. Kaliurang No.km.14,4, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
383,Umbulmartani,NGEMPLAK,Ruang Dosen Informatika Gedung K.H. A. Wahid Hasyim,"Alamat: 8C76+474, Jl. Islamika, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
384,Umbulmartani,NGEMPLAK,Kantor Urusan Internasional UII,"Alamat: UII, Gedung Dr. Sardjito Lantai 3 Kampus Terpadu, Jl. Kaliurang No.Km. 14,5, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
385,Umbulmartani,NGEMPLAK,Magister Kimia UII,"Alamat: 8C67+V42, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
386,Umbulmartani,NGEMPLAK,Lobby Utara Gedung Baru FIAI,"Alamat: Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
387,Umbulmartani,NGEMPLAK,BRI CORPORATE UNIVERSITY,"Alamat: 8C69+58V, Tj. Manding, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
388,Umbulmartani,NGEMPLAK,Gedung Baru K H A Wahid Hasyim FIAI UII,"Alamat: 8C67+RW5, Krawitan, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
389,Umbulmartani,NGEMPLAK,Jembatan UII,"Alamat: 8C68+XCM, Boulevard UII, Lodadi, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
390,Umbulmartani,NGEMPLAK,Rusunawa Universitas Islam Indonesia,"Alamat: 8C68+XCM, Boulevard UII, Lodadi, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
391,Umbulmartani,NGEMPLAK,Kampus 1 Akper Panti Rapih,"Alamat: 8C68+XCM, Boulevard UII, Lodadi, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
392,Umbulmartani,NGEMPLAK,Teknik Elektro Universitas Islam Indonesia,"Alamat: 8C68+XCM, Boulevard UII, Lodadi, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
393,Umbulmartani,NGEMPLAK,Gedung FTI UII,"Alamat: 8C68+XCM, Boulevard UII, Lodadi, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
394,Sariharjo,NGAGLIK,Kampus Manajemen Halal (KMH),"Alamat: Perumahan Mutiara Kencana, Jl. Damai No.53, Wonorejo, Sariharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581 "
395,Sariharjo,NGAGLIK,Sekolah Tinggi Ilmu Manajemen Yayasan Keluarga Pahlawan Negara,"Alamat: Jl. Palagan Tentara Pelajar No.KM. 7, Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
396,Sariharjo,NGAGLIK,SEKRETARIAT MAPEAL STIM YKPN,"Alamat: 9, Jl. Palagan Tentara Pelajar No.KM 7, Mudal, Sariharjo, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
397,Sariharjo,NGAGLIK,Amik Kartika Yani,"Alamat: Jl. Lempongsari Raya No.144, Randuguang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
398,Sariharjo,NGAGLIK,Mess gundul gundul,"Alamat: Gg. Menur No.32, Waras, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
399,Sariharjo,NGAGLIK,A Bear Club,"Alamat: 797J+FFF, Jl. Nglempong Sari, Wonorejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
400,Sinduharjo,NGAGLIK,Universitas Jenderal Achmad Yani Yogyakarta (Kampus 3),"Alamat: 79HP+H3Q, Jl. Kapten Haryadi, Lojajar, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
401,Sinduharjo,NGAGLIK,TK AS Surur,"Alamat: Jl. Kaliurang No.8,3, Tambakan, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
402,Sinduharjo,NGAGLIK,Rumah Karya (RUKAR),"Alamat: Jl. Kaliurang No.KM 11, Pedak, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
403,Sinduharjo,NGAGLIK,Pak je,"Alamat: Jl. Bima No.39, Dentan, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
404,Sinduharjo,NGAGLIK,Lab Terpadu UII,"Alamat: Jl. Kaliurang No.1, Candirejo, Sinduharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
405,Sukoharjo,NGAGLIK,BENHOUSE,"Alamat: Jl. Kaswari, Tanjungsari, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
406,Sukoharjo,NGAGLIK,Griya Green Sakinah C1,"Alamat: 8C6J+VP7, Tanjungsari, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
407,Sukoharjo,NGAGLIK,IA Scholar Foundation,"Alamat: Jl. Puntadewa Jl. Banjarsari No.12, Klidon, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
408,Sardonoharjo,NGAGLIK,Babarsari,"Alamat: 897V+QG2, Wonosari, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
409,Sardonoharjo,NGAGLIK,Perguruan Tinggi STIK Jendral Ahmad Yani,"Alamat: Jl. Kapten Haryadi, Drono, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
410,Sardonoharjo,NGAGLIK,LPM PROFESI FTI UII,"Alamat: 8C76+2FR, Candirejo, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
411,Sardonoharjo,NGAGLIK,Asrama Mahasiswa UII,"Alamat: 8C57+V72, Candirejo, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
412,Sardonoharjo,NGAGLIK,STAI Sunan Pandanaran,"Alamat: Pp Sunan Pandanaran, Turen, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
413,Sardonoharjo,NGAGLIK,Risayang ꧋ꦫꦶꦱꦪꦁ,"Alamat: Jl. Dusun Turen I No.258, Turen, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
414,Sardonoharjo,NGAGLIK,UNIVERSITAS GENG MOTOR,"Alamat: 8C67+G8V, Candirejo, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
415,Sardonoharjo,NGAGLIK,Marb's home,"Alamat: 8C38+G5W, Candirejo, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
416,Sardonoharjo,NGAGLIK,RUANG TRANSIT DOSEN LANTAI 2,"Alamat: Universitas Islam Indonesia, Candirejo, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
417,Sardonoharjo,NGAGLIK,Komplek 10 Pondok pesantren Sunan Pandanaran,"Alamat: 8C33+8VV, Jl. Kaliurang, Turen, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 "
418,Triharjo,SLEMAN,X-Mipa-7,"Alamat: Sma Muhammadiyah 1, Krapyak, Triharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
419,Triharjo,SLEMAN,ERLINA HOME,"Alamat: Belakang Mie Ayam Pentung) Kode pos, Jl. Murangan VII, RT.08/RW.23, Krapyak, Triharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55514 "
420,Tridadi,SLEMAN,Ndalem Santosan,"Alamat: Perum Sleman Permai 1 H345, Panglikan, Tridadi, Sleman, Sleman Regency, Special Region of Yogyakarta 55511 "
421,Trimulyo,SLEMAN,Rumahnya Janahbahagiaselamanya,"Alamat: Ngemplak Kolangan, Trimulyo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55513 "
422,Trimulyo,SLEMAN,Yuniarto House,"Alamat: 88GX+VR7, RT.01/RW.26, Sidomulyo, Trimulyo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55513 "
423,Trimulyo,SLEMAN,mas partijo gypsum,"Alamat: Jl. Tegalsari - Sidomulyo RT.03/RW23, Kloler, Trimulyo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55513 "
424,Merdikorejo,TEMPEL,kesya gypsum,"Alamat: 984Q+RR7, Sono Kulon, Merdikorejo, Kec. Tempel, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55552 "
425,Donokerto,TURI,Zmvz,"Alamat: 9939+FV, Gamasari, Donokerto, Kec. Turi, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55551 "
426,Candibinangun,PAKEM,universitas pembangunan nasional,"Alamat: 8CP2+6MQ, Pakisaji, Candibinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582 "
427,Candibinangun,PAKEM,SEFTY KEMPUT,"Alamat: 9C63+8PR, Kemput, Candibinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582 "
428,Hargobinangun,PAKEM,Sekolah Tinggi Teologi Parakletos,"Alamat: 9C98+8Q5, Jl. Boyong, Area Sawah, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582 "
429,Wukirsari,CANGKRINGAN,Tan nDesa,"Alamat: Jl. Raya Merapi Golf No.18, Cancangan, Wukirsari, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583 "
430,Glagaharjo,CANGKRINGAN,Srunen,"Alamat: CF54+64, Srunen, Glagaharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
431,Umbulharjo,CANGKRINGAN,STT KADESI YOGYA (Kamp 1),"Alamat: Jl. Weron, Balong, Umbulharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583 "
