,Kelurahan,Kecamatan,Nama Starbucks,Alamat
114,Sinduadi,MLATI,Magister Sistem Energi Elektrik UGM,"Alamat: Fakultas Teknik, Kampus UGM, Yogyakarta, Jl. Grafika No.2, Sendowo, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284 "
115,Sinduadi,MLATI,KONTRAKAN GREPE (GRIYO POGUNG OKE),"Alamat: Jl. Pogung Rejo MT.I No.367 A, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284 "
116,Sinduadi,MLATI,Gedung Audio Visual FKKMK UGM,"Alamat: 69JF+4VF, Jl. Farmako, Sendowo, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
117,Sinduadi,MLATI,Program Pasca Sarjana S2 Magister Farmasi Klinik,"Alamat: Fakultas Farmasi Universitas Gadjah Mada, Jalan Sekip Utara, Sendowo, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
118,Sinduadi,MLATI,Process System Engineering Research Group,"Alamat: Jurusan Teknik Kimia, Fakultas Teknik UGM, Jl. Grafika No.2, Sendowo, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
119,Sinduadi,MLATI,Program Doktor Ilmu Kedokteran dan Kesehatan (S3) UGM,"Alamat: 69JG+66J, JL. Farmako, Sekip Utara, Sendowo, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
120,Sinduadi,MLATI,Studio 1 TV MMTC Yogyakarta,"Alamat: Jl. KM 6, Kutu Patran, Sinduadi, Mlati, Kota Magelang, Special Region of Yogyakarta 55284 "
121,Sinduadi,MLATI,Bagian Obstetri dan Ginekologi UGM,"Alamat: JL. Kesehatan, No. 1, Sekip Utara, Sendowo, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
122,Sinduadi,MLATI,Gedung D Fakultas Geografi,"Alamat: 69MH+J25, Sendowo, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
123,Sinduadi,MLATI,Lab Hayati UGM,"Alamat: 69HG+XH9, Senolowo, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
124,Sinduadi,MLATI,Program Pascasarjana Farmasi UGM,"Alamat: Gedung Unit IX, Fakultas Farmasi UGM, Sekip Utara, Sendowo, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
125,Sinduadi,MLATI,Proyek gik ugm,"Alamat: 69FG+XCG, Jl. Persatuan, Sendowo, Sinduadi, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
126,Sinduadi,MLATI,Magister Manajemen Farmasi (MMF) UGM,"Alamat: Gedung Unit III, 3rd Floor, Sekip Utara, Fakultas Farmasi UGM, Sendowo, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
127,Sendangadi,MLATI,univ,"Alamat: 7934+34H, Mlati Krajan, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
128,Sendangadi,MLATI,Universitas Mahakarya Asia Yogyakarta,"Alamat: Jl. Magelang No.KM 8, Glondong, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282 "
129,Sendangadi,MLATI,Sekretariat PMB UNMAHA,"Alamat: Jl. Magelang No.8, Mlati Glondong, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
130,Sendangadi,MLATI,International Relation University of Technology Yogyakarta,"Alamat: Jl. Ring Road Utara No.81, Mlati Krajan, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
131,Sendangadi,MLATI,Sekolah Tinggi Ilmu Manajemen Ykpn,"Alamat: Jl. Magelang No.71, Mulungan Wetan, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
132,Sendangadi,MLATI,Sekolah Tinggi Ilmu Ekonomi Yogyakarta Indonesia,"Alamat: Jl. Magelang No.KM 8, Glondong, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
133,Sendangadi,MLATI,꧋ꦈꦤꦶꦮ꦳ꦼꦂꦱꦶꦠꦱ꧀ꦠꦺꦏ꧀ꦤꦶꦏ꧀ꦪꦺꦴꦒꦾꦏꦂꦠ,"Alamat: 7934+25R, Mlati Krajan, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
134,Sendangadi,MLATI,Fakultas Sains & Teknologi,"Alamat: 7924+V5G, Mlati Krajan, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
135,Sendangadi,MLATI,Fakultas Bisnis & Teknologi Informasi,"Alamat: 7934+249, Mlati Krajan, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
136,Sendangadi,MLATI,Sekolah Tinggi Theologia Duta Wacana,"Alamat: Jl. DR. Wahidin Sudirohusodo No.45, Mlati Beningan, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
137,Sendangadi,MLATI,KKN Danu5an STMM,"Alamat: 7936+763, Jl. Tegal Mraen, Mlati Beningan, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
138,Sendangadi,MLATI,Biro Akademik UTY,"Alamat: 7924+X7J, Mlati Krajan, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
139,Sendangadi,MLATI,"AKADEMI TEKNIH RADIODIAGNOSTIK DAN RADIO TERAPI '""Atro"" YOGYKARTA","Alamat: Jl. Magelang KM.8, Mulungan Wetan, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
140,Sendangadi,MLATI,Akademi Pariwisata Buana Wisata,"Alamat: Jl. Magelang No.Km.8, Mlati Glondong, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
141,Sendangadi,MLATI,Asrama STMM,"Alamat: Jl. Magelang KM.6, Kutu Patran, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
142,Sendangadi,MLATI,Sub Dinas Binamarga,"Alamat: JL. Kebonagung, Km. 9, 9, Getas, Tlogohadi, Mlati, Sleman, Mlati Dukuh, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
143,Sendangadi,MLATI,Rumah wahyu,"Alamat: 7979+JVQ, Jatirejo, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
144,Sendangadi,MLATI,Victoria Hotel School Yogyakarta,"Alamat: Grha dMENTOR, Sumber Baru Square 1, Jl. Ring Road Utara, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285 "
145,Tlogoadi,MLATI,Griya Harjosudarmo,"Alamat: Jl. Kebon Agung No.354, Toragan, Tlogoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55286 "
146,Tlogoadi,MLATI,J18 House,"Alamat: Jl. Perum Sleman Permai 2 Blk. J No.18, Sanggrahan, Tlogoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55286 "
147,Tirtoadi,MLATI,RCM OFFICIAL,"Alamat: 7846+X8C, Pundong V, Tirtoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55287 "
148,Sumberadi,MLATI,Kampus 1 UTY,"Alamat: 7924+M35, jombor, YK, Jl. Ring Road Utara, Mlati Krajan, Sumberadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284 "
149,Caturtunggal,DEPOK,kampus,"Alamat: Upn Veteran Yogyakarta Kampus, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
150,Caturtunggal,DEPOK,Universitas Negeri Yogyakarta,"Alamat: Jl. Colombo Yogyakarta No.1, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
151,Caturtunggal,DEPOK,Universitas Atma Jaya Yogyakarta - Kampus 3 Gedung Bonaventura Babarsari,"Alamat: Jl. Babarsari No.43, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
152,Caturtunggal,DEPOK,Universitas Proklamasi 45,"Alamat: Tambak Bayan, Jl. Proklamasi Jl. Babarsari No.1, Tambak Bayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
153,Caturtunggal,DEPOK,"Universitas Pembangunan Nasional ""Veteran"" Yogyakarta - Kampus 2 Babarsari","Alamat: Jl. Babarsari Jl. Tambak Bayan No.2, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
154,Caturtunggal,DEPOK,Universitas Katolik Atma Jaya Yogyakarta Kampus 1,"Alamat: 69FV+H39, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
155,Caturtunggal,DEPOK,ITYN,"Alamat: 699X+9QJ, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
156,Caturtunggal,DEPOK,Kampus I Mrican - Universitas Sanata Dharma,"Alamat: 69FV+X5Q, Jl. Mrican Baru, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
157,Caturtunggal,DEPOK,Universitas Sanata Dharma (꧋ꦱꦤꦠꦣꦂꦩ),"Alamat: 69FR+F6M, Jl. Affandi, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
158,Caturtunggal,DEPOK,Perguruan Tinggi STIK Wira Husda,"Alamat: 6C98+QMX, JL. Glendongan, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
159,Caturtunggal,DEPOK,"Universitas Islam Indonesia, Kampus Demangan","Alamat: Universitas Islam Indonesia, Jl. Demangan Baru No.24, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
160,Caturtunggal,DEPOK,area bebas tuyul boss,"Alamat: Jl. Nogorojo No.7b, RW.02, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198 "
161,Caturtunggal,DEPOK,Universitas Sanata Dharma Kampus 2 Mrican,"Alamat: Jl. Affandi, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
162,Caturtunggal,DEPOK,"Universitas Atma Jaya Yogyakarta, Gedung Santo Alfonsus","Alamat: Jl. Mrican Baru No.28, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
163,Caturtunggal,DEPOK,Universitas Gadjah Mada (꧋ꦒꦣ꧀ꦗꦃꦩꦣ),"Alamat: 69HG+9XP, Bulaksumur, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
164,Caturtunggal,DEPOK,FISIP UPN 'VETERAN' YOGYAKARTA,"Alamat: 6C97+3RF, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
165,Caturtunggal,DEPOK,Kampus Program Studi DIII Pengelolaan Hutan,"Alamat: JL. Argo, Bulaksumur, 55281, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
166,Caturtunggal,DEPOK,Unriyo,"Alamat: Jl. Laksda Adisucipto KM.6,3, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
167,Caturtunggal,DEPOK,Universitas Atma Jaya Kampus II Thomas Aquinas,"Alamat: Jl. Babarsari No.44, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
168,Caturtunggal,DEPOK,International Office of Universitas Negeri Yogyakarta,"Alamat: Universitas Negeri Yogyakarta, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
169,Caturtunggal,DEPOK,USD Yogyakarta,"Alamat: Tromol Pos 29, Jl. Affandi, Mrican, Caturtunggal, Depok, Sleman, DIY 55281, Mrican, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55002 "
170,Caturtunggal,DEPOK,"Jurusan Ilmu Komunikasi UPN ""Veteran"" Yogyakarta","Alamat: Jl. Babarsari Jl. Tambak Bayan No.2, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
171,Caturtunggal,DEPOK,Magister dan Doktor Kepemimpinan dan Inovasi Kebijakan,"Alamat: 69GH+6WJ, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
172,Caturtunggal,DEPOK,Kampus Ilkom Program S2 dan S3 UGM,"Alamat: Flat D, Blimbing Sari, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
173,Caturtunggal,DEPOK,Institut Teknologi Nasional Yogyakarta (ITNY),"Alamat: Jl. Babarsari, Tambak Bayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
174,Caturtunggal,DEPOK,Pusat Kegiatan Mahasiswa Atma Jaya Yogyakarta Kampus 2,"Alamat: Jl. Babarsari No.44, Ngentak, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
175,Caturtunggal,DEPOK,Gedung Selatan FIP UNY,"Alamat: 55281, Santren, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281 "
176,Caturtunggal,DEPOK,Politeknik Teknologi Nuklir Indonesia,"Alamat: Jl. Babarsari Kotak POB 6101/YKKB, Ngentak, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
177,Caturtunggal,DEPOK,Universitas Gadjah Mada,"Alamat: 69HG+CXX, Bulaksumur, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
178,Caturtunggal,DEPOK,ꦈꦤꦶꦮ꦳ꦼꦂꦱꦶꦠꦱ꧀ꦤꦼꦒꦼꦫꦶꦆꦱ꧀ꦭꦩ꧀,"Alamat: 697V+WW7, Jl. Laksda Adisucipto, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
179,Caturtunggal,DEPOK,Departemen Ilmu Sejarah UNY,"Alamat: Gg. Guru No.2c, Santren, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
180,Caturtunggal,DEPOK,"KKACM UAJY (Kantor Kemahasiswaan, Alumni, dan Campus Ministry)","Alamat: 6C98+P6J, Jl. Raya Janti, Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
181,Caturtunggal,DEPOK,AKRB Yogyakarta,"Alamat: Jl. Laksda Adisucipto No.1, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
182,Caturtunggal,DEPOK,Sekolah Tinggi Ilmu Ekonomi Yayasan Keluarga Pahlawan Negara,"Alamat: Jl. Seturan Raya Jl. Raya Kledokan, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
183,Caturtunggal,DEPOK,International Undergraduate Program,"Alamat: Jl. Sosio Humaniora Bulaksumur No.1, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
184,Caturtunggal,DEPOK,Sekretariat Rektor Universitas Negeri Yogyakarta,"Alamat: 69FP+QXP, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
185,Caturtunggal,DEPOK,Fakultas Ilmu Pendidikan (FIP) Universitas Negeri Yogyakarta,"Alamat: Jl. Colombo No. 1, Karangmalang, Caturtunggal, Kecamatan Depok, Santren, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
186,Caturtunggal,DEPOK,Universitas Gadjah Mada (UGM) Program S3 Fisipol,"Alamat: Jl. Sosio Yustisia No.2, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
187,Caturtunggal,DEPOK,Jurusan Ilmu Administrasi Bisnis UPN'V' Yogyakarta,"Alamat: Janti, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
188,Caturtunggal,DEPOK,Gedung Kuliah Terpadu UIN Sunan Kalijaga,"Alamat: 697V+F8R, Jl. Bimo Kurdo, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
189,Caturtunggal,DEPOK,Diploma Ekonomi UGM,"Alamat: Jl. Nologaten No.1, RW.02, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
190,Caturtunggal,DEPOK,"Prodi Teknik Informatika UPN ""Veteran"" Yogyakarta","Alamat: Kampus Unit II (Prodi Teknik Informatika) Jl. Babarsari 2, Janti, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281 "
191,Caturtunggal,DEPOK,UIN Sunan Kalijaga Yogyakarta,"Alamat: Jl. Laksda Adisucipto, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
192,Caturtunggal,DEPOK,꧋ꦈꦤꦶꦮ꦳ꦼꦂꦱꦶꦠꦱ꧀ꦆꦱ꧀ꦭꦩ꧀ꦤꦼꦒꦼꦫꦶꦱꦸꦤꦤ꧀ꦏꦭꦶꦗꦒ,"Alamat: 698V+5QG, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
193,Caturtunggal,DEPOK,Fakultas Ilmu Sosial & Ekonomi FISE ) Uny,"Alamat: Jl. Nologaten No.1, RW.02, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
194,Caturtunggal,DEPOK,Gegartha,"Alamat: 6C94+2Q8, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
195,Caturtunggal,DEPOK,Kordiska,"Alamat: 698W+3G6, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
196,Caturtunggal,DEPOK,Fakultas Ilmu Tarbiyah dan Keguruan UIN Sunan Kalijaga Yogyakarta,"Alamat: Jl. Laksda Adisucipto, Ngentak, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
197,Caturtunggal,DEPOK,Akademi Manajemen Putra Jaya,"Alamat: Jl. Petung No.2, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
198,Caturtunggal,DEPOK,"Magister dan Doktor Kepemimpinan dan Inovasi Kebijakan (MDKIK), Sekolah Pascasarjana, Universitas Gadjah Mada","Alamat: Sagan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
199,Caturtunggal,DEPOK,"STIE ""Pariwisata API"" (Sekolah Tinggi Ilmu Ekonomi Pariwisata API)","Alamat: Jl. Glendongan TB XV No.15B, Tambak Bayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
200,Caturtunggal,DEPOK,Fakultas Ilmu Sosial dan Ilmu Politik UGM,"Alamat: Jl. Sosio Yustisia No.1, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
201,Caturtunggal,DEPOK,Sanata Dharma University,"Alamat: 69GV+33G, Jl. Mrican Baru, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
202,Caturtunggal,DEPOK,Kantor Jaminan Mutu Universitas Gadjah Mada,"Alamat: Gedung Pusat UGM lantai 2 sayap selatan, Bulaksumur, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
203,Caturtunggal,DEPOK,Akademi Seni Rupa dan Desain Akseri,"Alamat: Jl. Gejayan Mrican No. 5 Catur Tunggal Depok Sleman Daerah Istimewa Yogyakarta, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
204,Caturtunggal,DEPOK,"Magister Ekonomi Syariah, FEBI, UIN SUKA","Alamat: Tempat Parkir, Uin Sunan Kalijaga Yogyakarta, Jl. Laksda Adisucipto, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
205,Caturtunggal,DEPOK,"Laboratorium Geografi Fisik, Fakultas Ilmu Sosial, Universitas Negeri Yogyakarta","Alamat: Kampus Pusat Universitas Negeri Yogyakarta, Jl. Colombo Yogyakarta Jl. Karangmalang No.1, Santren, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
206,Caturtunggal,DEPOK,Sekolah Tinggi Kesehatan (STIKES) Wira Husada,"Alamat: JL Babarsari, Glendongan, Tambak Bayan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
207,Caturtunggal,DEPOK,PPKK FISIPOL UGM,"Alamat: Universitas Gadjah Mada Jalan Socio Justisia, Jl. Karangmalang, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
208,Caturtunggal,DEPOK,Jurusan Bahasa dan Sastra Arab UIN Sunan Kalijaga Yogyakarta,"Alamat: Jl. Marsda Adisucipto No.55281, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
209,Caturtunggal,DEPOK,Kampus Program S2 dan S3 Fakultas Fisika UGM,"Alamat: Sekip Utara No.55281, Blimbing Sari, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
210,Caturtunggal,DEPOK,BKI Kalijaga,"Alamat: UIN Sunan Kalijaga Yogyakarta, Jl. Kampus Timur Jl. Marsda Adisucipto, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
211,Caturtunggal,DEPOK,"Magister Manajemen Bencana UPN ""Veteran"" Yogyakarta","Alamat: Ruang Sudirman 1-4 Kampus UPN ""Veteran"" Unit 2, Jl. Babarsari, Janti, Caturtunggal, Depok, Yogyakarta City, Special Region of Yogyakarta 55281 "
212,Caturtunggal,DEPOK,LPMAI Universitas sanata Dharma,"Alamat: Kampus I Lt. 2 (Gedung Timur) Jl. Affandi, Mrican Tromol Pos 29, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55002 "
213,Caturtunggal,DEPOK,Gedung Kuliah IV FBS UNY,"Alamat: l. Colombo No.1, Karangmalang, Caturtunggal, Kecamatan Depok, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
214,Caturtunggal,DEPOK,Kantor Layanan Admisi UNY,"Alamat: 69FQ+9FG, Santren, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
215,Caturtunggal,DEPOK,Fakultas Teknik (FT) Universitas Negeri Yogyakarta,"Alamat: Kampus Karang Malang, Jl. Colombo No.1, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
216,Caturtunggal,DEPOK,Departemen Ilmu Tanah UGM,"Alamat: 69JJ+9CV, Jl. Flora Bulaksumur, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
217,Caturtunggal,DEPOK,Pascasarjana UIN Sunan Kalijaga Yogyakarta,"Alamat: Jl. Marsda Adisucipto, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
218,Caturtunggal,DEPOK,"Program Studi Magister Manajemen, Program Pascasarjana Universitas Atma Jaya Yogyakarta","Alamat: JL. Moses Gatotkaca, No. 28, Mrican Baru, Babarsari, 55281, Kotak Pos 1086, Santren, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
219,Caturtunggal,DEPOK,Gedung LPTK FT UNY,"Alamat: Blok A No.4, Jl. Karangmalang, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
220,Caturtunggal,DEPOK,Sekretariat PGSD Universitas Sanata Dharma,"Alamat: Jl. Gatotkaca No.5, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
221,Caturtunggal,DEPOK,Akademi Komunitas Perkebunan Yogyakarta (AKPY-STIPER),"Alamat: Jl. Petung No.2, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
222,Caturtunggal,DEPOK,Fakultas Ilmu Agama Islam,"Alamat: Jl. Demangan Baru No.24, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
223,Caturtunggal,DEPOK,Aula PGSD Universitas Sanata Dharma,"Alamat: 69GR+6J8, Jl. Stm.Mrican, Santren, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
224,Caturtunggal,DEPOK,Pusat Studi Ilmu Teknik UGM,"Alamat: 69PG+9WV, Jl. Teknika Utara, Barek, Kampus UGM, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
225,Caturtunggal,DEPOK,Gerbang Selatan UGM,"Alamat: 69FG+QFV, Jl. Pancasila, Sagan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
226,Caturtunggal,DEPOK,Ruang Akademik Dan Administrasi Manajemen Pendidikan Islam Fakultas Ilmu Tarbiyah Dan Keguruan UIN Sunan Kalijaga,"Alamat: Uin Sunan Kalijaga Yogyakarta, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
227,Caturtunggal,DEPOK,Ramadhan Di Kampus UGM,"Alamat: 69GH+JW8, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
228,Caturtunggal,DEPOK,"Jurusan Aqidah dan Filsafat, Fakultas Ushuluddin Institut AGama Islam Negeri Sunan Kalijaga","Alamat: Jl. Marsda Adisucipto No.55281, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
